,Município,Em Branco,Ignorado,Masculino,Feminino
141,Sítio do Quinto,0,0,1,0
142,Sobradinho,0,0,2,0
143,Tabocas do Brejo Velho,0,0,1,0
144,Tanhaçu,0,0,0,2
145,Tanquinho,0,0,0,1
146,Taperoá,0,0,2,2
147,Tapiramutá,0,0,2,2
148,Teixeira de Freitas,0,0,998,1602
149,Tremedal,0,0,0,1
150,Tucano,0,0,0,4
151,Uauá,0,0,1,0
152,Umburanas,0,0,0,1
153,Una,0,0,1,0
154,Utinga,0,0,0,1
155,Valença,0,0,1,2
156,Valente,0,0,4,1
157,Várzea da Roça,0,0,1,1
158,Vera Cruz,0,0,2,1
159,Vitória da Conquista,0,0,10,6
160,Wenceslau Guimarães,0,0,1,0
161,Xique-Xique,0,0,0,1
