,Codigo,Municipio,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
381,293150,Teofilândia,0,0,9,52,36,13,17,0,0,0,0,0
382,293160,Teolândia,0,1,0,1,0,4,0,1,0,0,0,0
383,293170,Terra Nova,2,1,2,3,14,6,2,0,0,0,0,0
384,293180,Tremedal,0,2,2,25,9,9,1,1,0,0,2,0
385,293190,Tucano,2,2,27,123,168,63,18,5,0,1,0,0
386,293200,Uauá,2,0,8,20,30,54,33,3,3,0,0,0
387,293210,Ubaíra,15,40,26,72,70,37,2,2,2,0,0,0
388,293220,Ubaitaba,1,1,1,5,38,18,11,3,1,1,0,1
389,293230,Ubatã,0,1,3,16,56,18,7,4,2,1,1,1
390,293240,Uibaí,1,3,40,395,98,17,1,2,2,0,0,0
391,293245,Umburanas,0,0,2,4,7,31,43,11,1,9,1,1
392,293250,Una,0,3,5,4,10,14,9,5,10,3,8,1
393,293260,Urandi,0,0,1,5,2,0,0,0,0,0,0,0
394,293270,Uruçuca,0,4,39,19,26,16,28,8,2,1,1,0
395,293280,Utinga,1,3,1,26,9,1,3,2,0,0,0,0
396,293290,Valença,9,18,49,34,36,38,5,5,7,1,0,0
397,293300,Valente,181,307,176,229,135,48,27,11,0,0,1,0
398,293305,Várzea da Roça,0,0,7,18,17,27,8,0,0,0,0,0
399,293310,Várzea do Poço,0,0,0,0,0,1,0,0,0,0,0,0
400,293315,Várzea Nova,0,0,1,3,14,22,6,4,2,1,0,3
401,293317,Varzedo,0,3,3,0,1,0,0,0,0,0,0,0
402,293320,Vera Cruz,125,212,105,125,71,26,4,4,7,2,4,0
403,293325,Vereda,0,1,4,0,0,0,0,1,0,0,0,0
404,293330,Vitória da Conquista,42,126,715,0,0,0,636,253,196,97,133,76
405,293340,Wagner,0,1,0,3,39,6,2,1,1,0,1,0
406,293345,Wanderley,1,0,0,0,0,0,0,0,0,0,0,0
407,293350,Wenceslau Guimarães,1,0,0,1,19,20,8,1,1,0,1,0
408,293360,Xique-Xique,0,2,3,2,5,2,1,0,0,4,0,0
