,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
185,Una,1,0,0,0,0,0,0,1,1,0
186,Urandi,0,3,3,2,5,8,5,0,0,0
187,Uruçuca,0,0,0,0,0,1,0,0,0,0
188,Utinga,0,1,0,0,0,0,0,0,0,0
189,Valença,0,1,1,2,3,9,7,2,1,0
190,Valente,0,0,0,0,1,2,1,0,0,0
191,Várzea do Poço,0,1,0,0,0,0,0,0,0,0
192,Vera Cruz,3,0,0,4,2,18,11,11,7,0
193,Vitória da Conquista,2,6,8,0,4,22,19,14,3,0
194,Wenceslau Guimarães,0,0,0,0,0,0,1,0,0,0
