,Município,Em Branco,Ignorado,Masculino,Feminino
113,Manoel Vitorino,0,0,1,0
114,Maracás,0,0,2,7
115,Maragogipe,0,0,1,0
116,Mascote,0,0,0,2
117,Mata de São João,0,0,3,8
118,Miguel Calmon,0,0,1,0
119,Mirangaba,0,0,1,2
120,Monte Santo,0,0,0,1
121,Morpará,0,0,14,10
122,Morro do Chapéu,0,0,7,10
123,Mucuri,0,0,4,19
124,Muritiba,0,0,1,10
125,Mutuípe,0,0,1,5
126,Nova Fátima,0,0,6,11
127,Nova Viçosa,0,0,2,2
128,Novo Horizonte,0,0,1,1
129,Oliveira dos Brejinhos,0,0,0,1
130,Ourolândia,0,0,0,3
131,Palmeiras,0,0,1,3
132,Paramirim,0,0,39,101
133,Paratinga,0,0,0,3
134,Paulo Afonso,0,0,4,2
135,Pé de Serra,0,0,1,6
136,Piatã,0,0,0,1
137,Pintadas,0,0,5,2
138,Piritiba,0,0,0,2
139,Pojuca,0,0,0,1
140,Ponto Novo,0,0,3,12
141,Porto Seguro,0,0,15,21
142,Prado,0,0,0,2
143,Presidente Dutra,0,0,1,0
144,Presidente Jânio Quadros,0,0,3,1
145,Presidente Tancredo Neves,0,0,2,6
146,Quijingue,0,0,0,1
147,Rafael Jambeiro,0,0,2,5
148,Remanso,0,0,5,7
149,Riachão do Jacuípe,0,0,30,100
150,Ribeira do Pombal,0,0,0,1
151,Rio Real,0,0,133,186
152,Rodelas,0,0,1,0
153,Ruy Barbosa,0,0,0,5
154,Salvador,0,0,383,542
155,Santa Bárbara,0,0,34,61
156,Santa Luzia,0,0,1,0
157,Santaluz,0,0,0,1
158,Santanópolis,0,0,4,10
159,Santo Amaro,0,0,2,7
160,Santo Antônio de Jesus,0,0,2,5
161,Santo Estêvão,0,0,11,21
162,São Desidério,0,0,2,6
163,São Francisco do Conde,0,0,13,30
164,São Gonçalo dos Campos,0,0,0,1
165,São José do Jacuípe,0,0,0,1
166,São Sebastião do Passé,0,0,0,12
167,Seabra,0,0,7,22
168,Sebastião Laranjeiras,0,0,1,3
169,Senhor do Bonfim,0,0,1,4
170,Serra Dourada,0,0,1,3
171,Serrinha,0,0,1,0
172,Serrolândia,0,0,1,10
173,Simões Filho,0,0,19,42
174,Tanquinho,0,0,0,1
175,Taperoá,0,0,1,0
176,Teixeira de Freitas,0,0,1,6
177,Teodoro Sampaio,0,0,0,2
178,Terra Nova,0,0,0,1
179,Tremedal,0,0,1,0
180,Tucano,0,0,1,7
181,Uauá,0,0,0,2
182,Ubaíra,0,0,3,9
183,Ubaitaba,0,0,2,0
184,Ubatã,0,0,1,0
185,Una,0,0,2,1
186,Urandi,0,0,8,18
187,Uruçuca,0,0,0,1
188,Utinga,0,0,0,1
189,Valença,0,0,9,17
190,Valente,0,0,1,3
191,Várzea do Poço,0,0,0,1
192,Vera Cruz,0,0,15,41
193,Vitória da Conquista,0,0,29,49
194,Wenceslau Guimarães,0,0,1,0
